inscription_id,cisi,site,artefact_type,direction_raw,direction,reading_order_known,complete,stored_length,position,sign_code,is_missing
INDUS-4853,H-2398,Harappa,POT:T:g,-,OTHER,False,,1,1,740,False
INDUS-4854,H-2557,Harappa,MISC,R/L,R/L,True,False,2,1,000,True
INDUS-4854,H-2557,Harappa,MISC,R/L,R/L,True,False,2,2,298,False
INDUS-4855,H-2562,Harappa,MISC,NR,OTHER,False,True,1,1,003,False
INDUS-4856,H-2571,Harappa,MISC,R/L,R/L,True,False,2,1,002,False
INDUS-4856,H-2571,Harappa,MISC,R/L,R/L,True,False,2,2,000,True
INDUS-4857,H-1126,Harappa,TAB:B,R/L,R/L,True,True,2,1,740,False
INDUS-4857,H-1126,Harappa,TAB:B,R/L,R/L,True,True,2,2,850,False
INDUS-4858,H-1126,Harappa,TAB:B,R/L,R/L,True,True,2,1,740,False
INDUS-4858,H-1126,Harappa,TAB:B,R/L,R/L,True,True,2,2,850,False
INDUS-4859,H-1084,Harappa,POT:T:s,R/L,R/L,True,True,2,1,220,False
INDUS-4859,H-1084,Harappa,POT:T:s,R/L,R/L,True,True,2,2,032,False
INDUS-4860,-,Dholavira,TAG,R/L,R/L,True,False,2,1,740,False
INDUS-4860,-,Dholavira,TAG,R/L,R/L,True,False,2,2,000,True
INDUS-4861,-,Dholavira,TAG,L/R,L/R,True,True,2,1,740,False
INDUS-4861,-,Dholavira,TAG,L/R,L/R,True,True,2,2,220,False
INDUS-4862,W-1,Wattoowala,SEAL:S,L/R,L/R,True,True,2,1,365,False
INDUS-4862,W-1,Wattoowala,SEAL:S,L/R,L/R,True,True,2,2,527,False
INDUS-4863,H-1088,Harappa,POT:T:s,NR,OTHER,False,True,1,1,020,False
INDUS-4864,H-1092,Harappa,POT:T:s,NR,OTHER,False,True,1,1,440,False
INDUS-4865,H-1093,Harappa,POT:T:s,NR,OTHER,False,True,1,1,440,False
INDUS-4866,H-1094,Harappa,POT:T:s,NR,OTHER,False,True,1,1,440,False
INDUS-4867,H-1098,Harappa,POT:T:s,NR,OTHER,False,True,1,1,440,False
INDUS-4868,H-1100,Harappa,TAB:B,R/L,R/L,True,True,5,1,740,False
INDUS-4868,H-1100,Harappa,TAB:B,R/L,R/L,True,True,5,2,904,False
INDUS-4868,H-1100,Harappa,TAB:B,R/L,R/L,True,True,5,3,240,False
INDUS-4868,H-1100,Harappa,TAB:B,R/L,R/L,True,True,5,4,002,False
INDUS-4868,H-1100,Harappa,TAB:B,R/L,R/L,True,True,5,5,817,False
INDUS-4869,H-1100,Harappa,TAB:B,R/L,R/L,True,True,2,1,700,False
INDUS-4869,H-1100,Harappa,TAB:B,R/L,R/L,True,True,2,2,032,False
INDUS-4870,H-1114,Harappa,TAB:B,R/L,R/L,True,True,6,1,400,False
INDUS-4870,H-1114,Harappa,TAB:B,R/L,R/L,True,True,6,2,740,False
