inscription_id,cisi,site,artefact_type,direction_raw,direction,reading_order_known,complete,stored_length,position,sign_code,is_missing
INDUS-0001,Agr-1,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,1,410,False
INDUS-0001,Agr-1,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,2,017,False
INDUS-0002,Agr-2,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,1,410,False
INDUS-0002,Agr-2,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,2,017,False
INDUS-0003,Agr-3,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,1,405,False
INDUS-0003,Agr-3,Alamgirpur,POT:T:g,L/R,L/R,True,True,2,2,017,False
INDUS-0004,-,Allahdino,POT:T:g,-,OTHER,False,False,2,1,220,False
INDUS-0004,-,Allahdino,POT:T:g,-,OTHER,False,False,2,2,000,True
INDUS-0005,-,Allahdino,TAG,R/L,R/L,True,True,2,1,740,False
INDUS-0005,-,Allahdino,TAG,R/L,R/L,True,True,2,2,235,False
INDUS-0006,Ad-1,Allahdino,SEAL:S,R/L,R/L,True,True,3,1,740,False
INDUS-0006,Ad-1,Allahdino,SEAL:S,R/L,R/L,True,True,3,2,390,False
INDUS-0006,Ad-1,Allahdino,SEAL:S,R/L,R/L,True,True,3,3,590,False
INDUS-0007,Ad-2,Allahdino,SEAL:S,R/L,R/L,True,True,4,1,368,False
INDUS-0007,Ad-2,Allahdino,SEAL:S,R/L,R/L,True,True,4,2,390,False
INDUS-0007,Ad-2,Allahdino,SEAL:S,R/L,R/L,True,True,4,3,125,False
INDUS-0007,Ad-2,Allahdino,SEAL:S,R/L,R/L,True,True,4,4,033,False
INDUS-0008,Ad-3,Allahdino,SEAL:S,R/L,R/L,True,True,5,1,740,False
INDUS-0008,Ad-3,Allahdino,SEAL:S,R/L,R/L,True,True,5,2,904,False
INDUS-0008,Ad-3,Allahdino,SEAL:S,R/L,R/L,True,True,5,3,033,False
INDUS-0008,Ad-3,Allahdino,SEAL:S,R/L,R/L,True,True,5,4,705,False
INDUS-0008,Ad-3,Allahdino,SEAL:S,R/L,R/L,True,True,5,5,235,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,1,740,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,2,017,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,3,495,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,4,235,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,5,741,False
INDUS-0009,Ad-4,Allahdino,SEAL:S,R/L,R/L,True,True,6,6,066,False
INDUS-0010,Ad-5,Allahdino,SEAL:S,R/L,R/L,True,True,3,1,156,False
INDUS-0010,Ad-5,Allahdino,SEAL:S,R/L,R/L,True,True,3,2,460,False
INDUS-0010,Ad-5,Allahdino,SEAL:S,R/L,R/L,True,True,3,3,510,False
INDUS-0011,Ad-6,Allahdino,SEAL:S,R/L,R/L,True,True,5,1,072,False
INDUS-0011,Ad-6,Allahdino,SEAL:S,R/L,R/L,True,True,5,2,170,False
INDUS-0011,Ad-6,Allahdino,SEAL:S,R/L,R/L,True,True,5,3,740,False
INDUS-0011,Ad-6,Allahdino,SEAL:S,R/L,R/L,True,True,5,4,840,False
INDUS-0011,Ad-6,Allahdino,SEAL:S,R/L,R/L,True,True,5,5,013,False
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,1,740,False
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,2,142,False
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,3,000,True
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,4,000,True
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,5,388,False
INDUS-0012,Ad-7,Allahdino,SEAL:S,R/L,R/L,True,False,6,6,000,True
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,1,740,False
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,2,440,False
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,3,503,False
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,4,002,False
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,5,861,False
INDUS-0013,Ad-8,Allahdino,MISC,R/L,R/L,True,False,6,6,000,True
INDUS-0014,Ad-9,Allahdino,POT:T:g,-,OTHER,False,False,3,1,000,True
INDUS-0014,Ad-9,Allahdino,POT:T:g,-,OTHER,False,False,3,2,004,False
INDUS-0014,Ad-9,Allahdino,POT:T:g,-,OTHER,False,False,3,3,455,False
INDUS-0015,Ad-11,Allahdino,MISC,-,OTHER,False,False,2,1,000,True
INDUS-0015,Ad-11,Allahdino,MISC,-,OTHER,False,False,2,2,415,False
INDUS-0016,Alt-90,Altyn Depe,SEAL:S,L/R,L/R,True,True,2,1,390,False
INDUS-0016,Alt-90,Altyn Depe,SEAL:S,L/R,L/R,True,True,2,2,415,False
INDUS-0017,Ai-7,Amri,POT:T:g,L/R,L/R,True,True,2,1,390,False
INDUS-0017,Ai-7,Amri,POT:T:g,L/R,L/R,True,True,2,2,034,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,1,405,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,2,844,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,3,032,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,4,840,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,5,002,False
INDUS-0018,-,Bakkar Buthi,POT:T:g,R/L,R/L,True,True,6,6,861,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,1,226,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,2,003,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,3,002,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,4,297,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,5,350,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,6,125,False
INDUS-0019,Blk-1,Bala-kot,SEAL:S,R/L,R/L,True,True,7,7,413,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,1,390,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,2,717,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,3,061,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,4,002,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,5,368,False
INDUS-0020,Blk-2,Bala-kot,SEAL:S,R/L,R/L,True,True,6,6,634,False
INDUS-0021,Blk-3,Bala-kot,SEAL:S,R/L,R/L,True,False,5,1,000,True
INDUS-0021,Blk-3,Bala-kot,SEAL:S,R/L,R/L,True,False,5,2,388,False
INDUS-0021,Blk-3,Bala-kot,SEAL:S,R/L,R/L,True,False,5,3,233,False
INDUS-0021,Blk-3,Bala-kot,SEAL:S,R/L,R/L,True,False,5,4,000,True
INDUS-0021,Blk-3,Bala-kot,SEAL:S,R/L,R/L,True,False,5,5,000,True
INDUS-0022,Blk-4,Bala-kot,SEAL:S,R/L,R/L,True,True,5,1,527,False
INDUS-0022,Blk-4,Bala-kot,SEAL:S,R/L,R/L,True,True,5,2,554,False
INDUS-0022,Blk-4,Bala-kot,SEAL:S,R/L,R/L,True,True,5,3,298,False
INDUS-0022,Blk-4,Bala-kot,SEAL:S,R/L,R/L,True,True,5,4,368,False
INDUS-0022,Blk-4,Bala-kot,SEAL:S,R/L,R/L,True,True,5,5,634,False
INDUS-0023,Blk-6,Bala-kot,BNGL,R/L,R/L,True,True,2,1,740,False
INDUS-0023,Blk-6,Bala-kot,BNGL,R/L,R/L,True,True,2,2,798,False
INDUS-0024,Blk-5,Bala-kot,SEAL:S,NR,OTHER,False,True,1,1,415,False
INDUS-0025,-,Harappa,POT:T:g,R/L,R/L,True,False,1,1,000,True
INDUS-0026,-,Banawali,SEAL:S,R/L,R/L,True,True,2,1,520,False
INDUS-0026,-,Banawali,SEAL:S,R/L,R/L,True,True,2,2,001,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,1,090,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,2,740,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,3,220,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,4,002,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,5,368,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,6,550,False
INDUS-0027,B-1,Banawali,SEAL:S,R/L,R/L,True,True,7,7,821,False
INDUS-0028,B-3,Banawali,SEAL:S,R/L,R/L,True,True,2,1,220,False
INDUS-0028,B-3,Banawali,SEAL:S,R/L,R/L,True,True,2,2,014,False
INDUS-0029,B-4,Banawali,SEAL:S,R/L,R/L,True,True,2,1,740,False
INDUS-0029,B-4,Banawali,SEAL:S,R/L,R/L,True,True,2,2,797,False
INDUS-0030,B-5,Banawali,SEAL:S,R/L,R/L,True,True,2,1,002,False
INDUS-0030,B-5,Banawali,SEAL:S,R/L,R/L,True,True,2,2,817,False
INDUS-0031,B-7,Banawali,SEAL:S,R/L,R/L,True,True,2,1,002,False
INDUS-0031,B-7,Banawali,SEAL:S,R/L,R/L,True,True,2,2,817,False
INDUS-0032,B-8,Banawali,SEAL:S,R/L,R/L,True,True,2,1,740,False
INDUS-0032,B-8,Banawali,SEAL:S,R/L,R/L,True,True,2,2,061,False
INDUS-0033,B-9,Banawali,SEAL:S,R/L,R/L,True,True,2,1,390,False
INDUS-0033,B-9,Banawali,SEAL:S,R/L,R/L,True,True,2,2,004,False
INDUS-0034,B-10,Banawali,SEAL:S,NR,OTHER,False,True,1,1,007,False
INDUS-0035,B-12,Banawali,SEAL:S,NR,OTHER,False,True,1,1,411,False
INDUS-0036,B-15,Banawali,SEAL:S,R/L,R/L,True,True,2,1,002,False
INDUS-0036,B-15,Banawali,SEAL:S,R/L,R/L,True,True,2,2,817,False
INDUS-0037,B-17,Banawali,SEAL:S,R/L,R/L,True,True,4,1,236,False
INDUS-0037,B-17,Banawali,SEAL:S,R/L,R/L,True,True,4,2,002,False
INDUS-0037,B-17,Banawali,SEAL:S,R/L,R/L,True,True,4,3,308,False
INDUS-0037,B-17,Banawali,SEAL:S,R/L,R/L,True,True,4,4,072,False
INDUS-0038,B-18,Banawali,SEAL:S,R/L,R/L,True,False,3,1,000,True
INDUS-0038,B-18,Banawali,SEAL:S,R/L,R/L,True,False,3,2,002,False
INDUS-0038,B-18,Banawali,SEAL:S,R/L,R/L,True,False,3,3,861,False
INDUS-0039,B-19,Banawali,SEAL:S,R/L,R/L,True,True,2,1,740,False
INDUS-0039,B-19,Banawali,SEAL:S,R/L,R/L,True,True,2,2,803,False
INDUS-0040,B-21,Banawali,SEAL:R,R/L,R/L,True,True,4,1,426,False
INDUS-0040,B-21,Banawali,SEAL:R,R/L,R/L,True,True,4,2,003,False
INDUS-0040,B-21,Banawali,SEAL:R,R/L,R/L,True,True,4,3,060,False
INDUS-0040,B-21,Banawali,SEAL:R,R/L,R/L,True,True,4,4,692,False
INDUS-0041,B-23,Banawali,TAG,T/B,OTHER,False,,3,1,520,False
INDUS-0041,B-23,Banawali,TAG,T/B,OTHER,False,,3,2,220,False
INDUS-0041,B-23,Banawali,TAG,T/B,OTHER,False,,3,3,002,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,1,906,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,2,090,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,3,000,True
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,4,158,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,5,900,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,6,380,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,7,484,False
INDUS-0042,B-24,Banawali,TAB:B,-,OTHER,False,False,8,8,900,False
INDUS-0043,B-25,Banawali,MISC,-,OTHER,False,False,5,1,000,True
INDUS-0043,B-25,Banawali,MISC,-,OTHER,False,False,5,2,000,True
INDUS-0043,B-25,Banawali,MISC,-,OTHER,False,False,5,3,000,True
INDUS-0043,B-25,Banawali,MISC,-,OTHER,False,False,5,4,031,False
INDUS-0043,B-25,Banawali,MISC,-,OTHER,False,False,5,5,700,False
INDUS-0044,B-28,Banawali,POT:T:g,-,OTHER,False,True,3,1,374,False
INDUS-0044,B-28,Banawali,POT:T:g,-,OTHER,False,True,3,2,308,False
INDUS-0044,B-28,Banawali,POT:T:g,-,OTHER,False,True,3,3,350,False
INDUS-0045,B-29,Banawali,POT:T:g,-,OTHER,False,,1,1,748,False
INDUS-0046,B-30,Banawali,POT:T:g,-,OTHER,False,False,2,1,740,False
INDUS-0046,B-30,Banawali,POT:T:g,-,OTHER,False,False,2,2,000,True
INDUS-0047,B-32,Banawali,POT:T:g,NR,OTHER,False,True,1,1,234,False
INDUS-0048,B-35,Banawali,POT:T:g,-,OTHER,False,False,2,1,700,False
INDUS-0048,B-35,Banawali,POT:T:g,-,OTHER,False,False,2,2,000,True
INDUS-0049,-,Bhirrana,MISC,T/B,OTHER,False,False,3,1,000,True
INDUS-0049,-,Bhirrana,MISC,T/B,OTHER,False,False,3,2,000,True
INDUS-0049,-,Bhirrana,MISC,T/B,OTHER,False,False,3,3,000,True
INDUS-0050,-,Bhirrana,SEAL:S,L/R,L/R,True,True,3,1,390,False
INDUS-0050,-,Bhirrana,SEAL:S,L/R,L/R,True,True,3,2,003,False
INDUS-0050,-,Bhirrana,SEAL:S,L/R,L/R,True,True,3,3,003,False
INDUS-0051,-,Bhirrana,SEAL:S,NR,OTHER,False,True,1,1,006,False
INDUS-0052,-,Bhirrana,SEAL:S,R/L,R/L,True,True,3,1,236,False
INDUS-0052,-,Bhirrana,SEAL:S,R/L,R/L,True,True,3,2,002,False
INDUS-0052,-,Bhirrana,SEAL:S,R/L,R/L,True,True,3,3,820,False
INDUS-0053,Ch-1,Chandigarh,POT:T:g,-,OTHER,False,False,5,1,220,False
INDUS-0053,Ch-1,Chandigarh,POT:T:g,-,OTHER,False,False,5,2,000,True
INDUS-0053,Ch-1,Chandigarh,POT:T:g,-,OTHER,False,False,5,3,740,False
INDUS-0053,Ch-1,Chandigarh,POT:T:g,-,OTHER,False,False,5,4,550,False
INDUS-0053,Ch-1,Chandigarh,POT:T:g,-,OTHER,False,False,5,5,705,False
INDUS-0054,Ch-2,Chandigarh,POT:T:g,R/L,R/L,True,True,3,1,740,False
INDUS-0054,Ch-2,Chandigarh,POT:T:g,R/L,R/L,True,True,3,2,050,False
INDUS-0054,Ch-2,Chandigarh,POT:T:g,R/L,R/L,True,True,3,3,705,False
INDUS-0055,Ch-4,Chandigarh,POT:T:g,-,OTHER,False,False,3,1,000,True
INDUS-0055,Ch-4,Chandigarh,POT:T:g,-,OTHER,False,False,3,2,000,True
INDUS-0055,Ch-4,Chandigarh,POT:T:g,-,OTHER,False,False,3,3,492,False
INDUS-0056,C-88,Chanhu-daro,TAB:B,-,OTHER,False,True,3,1,031,False
INDUS-0056,C-88,Chanhu-daro,TAB:B,-,OTHER,False,True,3,2,705,False
INDUS-0056,C-88,Chanhu-daro,TAB:B,-,OTHER,False,True,3,3,167,False
INDUS-0057,C-87,Chanhu-daro,TAG:P,R/L,R/L,True,True,2,1,740,False
INDUS-0057,C-87,Chanhu-daro,TAG:P,R/L,R/L,True,True,2,2,405,False
INDUS-0058,C-72,Chanhu-daro,SEAL:S,L/R,L/R,True,True,2,1,740,False
INDUS-0058,C-72,Chanhu-daro,SEAL:S,L/R,L/R,True,True,2,2,386,False
INDUS-0059,C-52,Chanhu-daro,SEAL:S,NR,OTHER,False,True,1,1,679,False
INDUS-0060,C-80,Chanhu-daro,SEAL:S,R/L,R/L,True,True,2,1,892,False
INDUS-0060,C-80,Chanhu-daro,SEAL:S,R/L,R/L,True,True,2,2,700,False
INDUS-0061,C-66,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,1,390,False
INDUS-0061,C-66,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,2,003,False
INDUS-0061,C-66,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,3,002,False
INDUS-0061,C-66,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,4,817,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,1,000,True
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,2,100,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,3,240,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,4,220,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,5,032,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,6,002,False
INDUS-0062,C-65,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,7,861,False
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,1,000,True
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,2,220,False
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,3,838,False
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,4,033,False
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,5,705,False
INDUS-0063,C-64,Chanhu-daro,SEAL:S,R/L,R/L,True,False,6,6,240,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,1,842,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,2,032,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,3,031,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,4,592,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,5,031,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,6,060,False
INDUS-0064,C-54,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,7,920,False
INDUS-0065,C-59,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,1,740,False
INDUS-0065,C-59,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,2,482,False
INDUS-0065,C-59,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,3,235,False
INDUS-0066,C-69,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,1,390,False
INDUS-0066,C-69,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,2,844,False
INDUS-0066,C-69,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,3,060,False
INDUS-0066,C-69,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,4,575,False
INDUS-0066,C-69,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,5,717,False
INDUS-0067,C-75,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,1,740,False
INDUS-0067,C-75,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,2,531,False
INDUS-0067,C-75,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,3,060,False
INDUS-0067,C-75,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,4,692,False
INDUS-0068,C-55,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,1,740,False
INDUS-0068,C-55,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,2,067,False
INDUS-0068,C-55,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,3,741,False
INDUS-0068,C-55,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,4,647,False
INDUS-0068,C-55,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,5,892,False
INDUS-0069,C-60,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,1,740,False
INDUS-0069,C-60,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,2,176,False
INDUS-0069,C-60,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,3,032,False
INDUS-0069,C-60,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,4,002,False
INDUS-0069,C-60,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,5,861,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,1,032,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,2,031,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,3,151,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,4,740,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,5,240,False
INDUS-0070,C-70,Chanhu-daro,SEAL:S,R/L,R/L,True,True,6,6,235,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,1,032,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,2,031,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,3,740,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,4,222,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,5,235,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,6,002,False
INDUS-0071,C-53,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,7,861,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,1,032,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,2,031,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,3,850,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,4,032,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,5,530,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,6,740,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,7,741,False
INDUS-0072,C-76,Chanhu-daro,SEAL:S,R/L,R/L,True,True,8,8,456,False
INDUS-0073,C-68,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,1,032,False
INDUS-0073,C-68,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,2,031,False
INDUS-0073,C-68,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,3,740,False
INDUS-0073,C-68,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,4,791,False
INDUS-0073,C-68,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,5,713,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,1,032,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,2,031,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,3,740,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,4,222,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,5,235,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,6,002,False
INDUS-0074,C-58,Chanhu-daro,SEAL:S,R/L,R/L,True,True,7,7,861,False
INDUS-0075,C-79,Chanhu-daro,SEAL:S,L/R,L/R,True,True,3,1,226,False
INDUS-0075,C-79,Chanhu-daro,SEAL:S,L/R,L/R,True,True,3,2,014,False
INDUS-0075,C-79,Chanhu-daro,SEAL:S,L/R,L/R,True,True,3,3,817,False
INDUS-0076,C-74,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,1,125,False
INDUS-0076,C-74,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,2,002,False
INDUS-0076,C-74,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,3,861,False
INDUS-0077,C-51,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,1,151,False
INDUS-0077,C-51,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,2,740,False
INDUS-0077,C-51,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,3,100,False
INDUS-0077,C-51,Chanhu-daro,SEAL:S,R/L,R/L,True,True,4,4,240,False
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,1,000,True
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,2,000,True
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,3,000,True
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,4,000,True
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,5,861,False
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,6,002,False
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,7,906,False
INDUS-0078,C-71,Chanhu-daro,SEAL:S,-,OTHER,False,False,8,8,003,False
INDUS-0079,C-56,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,1,001,False
INDUS-0079,C-56,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,2,368,False
INDUS-0079,C-56,Chanhu-daro,SEAL:S,R/L,R/L,True,True,3,3,767,False
INDUS-0080,C-61,Chanhu-daro,SEAL:S,R/L,R/L,True,True,2,1,526,False
INDUS-0080,C-61,Chanhu-daro,SEAL:S,R/L,R/L,True,True,2,2,388,False
INDUS-0081,C-78,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,1,740,False
INDUS-0081,C-78,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,2,636,False
INDUS-0081,C-78,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,3,240,False
INDUS-0081,C-78,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,4,002,False
INDUS-0081,C-78,Chanhu-daro,SEAL:S,R/L,R/L,True,True,5,5,817,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,1,740,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,2,032,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,3,840,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,4,002,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,5,296,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,6,530,False
INDUS-0082,C-57,Chanhu-daro,SEAL:S,R/L,R/L,True,False,7,7,000,True
INDUS-0083,C-62,Chanhu-daro,SEAL:S,R/L,R/L,True,,5,1,176,False
INDUS-0083,C-62,Chanhu-daro,SEAL:S,R/L,R/L,True,,5,2,220,False
