cisi,ext_id,motif,ext_direction,ext_line_count,ext_object_type,source
H-2189,S806,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1934,S807,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1682,S810,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1978,S811,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2155,S812,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2154,S815,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2240,S816,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2130,S823,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1775,S824,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1691,S825,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-2211,S829,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2104,S830,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-1880,S831,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2229,S832,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2185,S834,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2190,S838,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2123,S840,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-2146,S841,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2026,S842,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2109,S843,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2221,S844,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2222,S845,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2223,S846,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2236,S847,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2149,S848,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2230,S850,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2220,S851,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2226,S852,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2227,S853,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2225,S854,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2228,S855,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2219,S856,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2224,S857,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2218,S858,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2231,S859,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2232,S860,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2234,S861,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2070,S862,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1896,S863,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1812,S867,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1995,S869,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2235,S870,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2206,S871,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1879,S876,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2233,S878,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2028,S880,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2029,S882,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2027,S884,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1711,S885,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2030,S886,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1829,S890,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2119,S892,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2135,S894,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1828,S895,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2089,S897,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1870,S901,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2020,S902,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2019,S904,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2136,S905,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1959,S907,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1992,S913,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1811,S916,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1933,S917,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1678,S920,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1929,S921,Bull2,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1902,S922,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1945,S923,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1941,S927,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1679,S929,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1883,S930,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1710,S932,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2011,S937,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1937,S938,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1705,S939,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1667,S943,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2142,S945,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-1966,S1004,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1726,S1007,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1713,S1011,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1737,S1017,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2102,S1018,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1657,S1020,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1774,S1021,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1793,S1023,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1851,S1024,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1736,S1032,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1979,S1034,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1325,S1054,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-733,S1057,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1308,S1058,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-1050,S1060,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1294,S1061,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1,S1062,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-2,S1063,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-3,S1064,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-4,S1065,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-5,S1066,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-6,S1067,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-7,S1068,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-8,S1069,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-9,S1070,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-10,S1071,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-12,S1073,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-13,S1074,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-14,S1075,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-17,S1077,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-20,S1080,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-21,S1081,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-22,S1082,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-24,S1084,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-25,S1085,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-26,S1086,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-27,S1087,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-29,S1089,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-32,S1092,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-36,S1095,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-37,S1096,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-38,S1097,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-39,S1098,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-40,S1099,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-42,S1101,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-43,S1102,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-44,S1103,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-45,S1104,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-46,S1105,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-47,S1106,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-48,S1107,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-49,S1108,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-50,S1109,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-51,S1110,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-53,S1112,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-54,S1113,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-55,S1114,Bull1:X,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-56,S1115,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-57,S1116,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-58,S1117,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-59,S1118,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-60,S1119,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-61,S1120,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-62,S1121,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-63,S1122,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-64,S1123,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-65,S1124,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-66,S1125,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-67,S1126,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-68,S1127,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-69,S1128,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-70,S1129,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-71,S1130,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-72,S1131,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-74,S1132,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-75,S1133,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-76,S1134,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-79,S1136,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-80,S1137,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-81,S1138,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-82,S1139,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-85,S1141,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-86,S1142,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-87,S1143,Buff,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-88,S1144,Rhin,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-89,S1145,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-90,S1146,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-91,S1147,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-92,S1148,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-93,S1149,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-96,S1151,CompBull,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-98,S1153,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-99,S1154,Othr,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-1005,S1158,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-101,S1161,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-1014,S1164,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1017,S1166,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-102,S1168,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-103,S1169,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-129,S1170,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-130,S1171,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-132,S1173,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-133,S1174,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-134,S1175,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-135,S1176,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-137,S1178,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-138,S1179,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-139,S1180,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-140,S1181,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-141,S1182,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-142,S1183,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-143,S1184,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-144,S1185,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-146,S1187,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-147,S1188,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-148,S1189,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-149,S1190,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-150,S1191,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-151,S1192,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-152,S1193,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-153,S1194,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-154,S1195,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-155,S1196,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-156,S1197,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-157,S1198,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-158,S1199,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-160,S1201,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-164,S1204,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-171,S1206,Bull,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-172,S1207,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-174,S1208,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-175,S1209,Anth,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-176,S1210,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-177,S1211,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-178,S1212,Anth,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-179,S1213,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-180,S1214,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-182,S1215,Scene,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-183,S1216,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-184,S1217,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-185,S1218,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-186,S1219,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-187,S1220,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-188,S1221,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-189,S1222,Othr,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-190,S1223,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-191,S1224,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-194,S1226,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-197,S1228,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-198,S1229,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-203,S1234,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-204,S1235,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-205,S1236,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-206,S1237,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-208,S1239,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-209,S1240,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-211,S1242,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-212,S1243,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-213,S1244,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-214,S1245,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-215,S1246,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-216,S1247,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-217,S1248,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-218,S1249,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-219,S1250,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-226,S1253,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-227,S1254,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-228,S1255,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-229,S1256,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-230,S1257,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-231,S1258,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-232,S1259,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-233,S1260,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-236,S1262,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-237,S1263,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-239,S1264,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-240,S1265,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-241,S1266,Turt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-243,S1268,Pipal,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-245,S1270,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-246,S1271,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-247,S1272,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-248,S1273,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-249,S1274,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-251,S1276,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-252,S1277,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-253,S1278,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-254,S1279,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-255,S1280,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-256,S1281,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-257,S1282,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-258,S1283,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-259,S1284,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-260,S1285,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-261,S1286,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-262,S1287,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-263,S1288,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-264,S1289,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-265,S1290,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-268,S1293,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-270,S1294,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-271,S1295,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-272,S1296,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-276,S1298,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-277,S1299,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-278,S1300,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-279,S1301,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-280,S1302,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-281,S1303,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-282,S1304,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-283,S1305,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-284,S1306,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-286,S1308,Goat:2,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-287,S1309,Gavi,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-288,S1310,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-289,S1311,Pipal,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-290,S1312,Pipal,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-292,S1314,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-293,S1315,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-295,S1317,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-296,S1318,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-297,S1319,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-298,S1320,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-299,S1321,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-300,S1322,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-301,S1323,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-302,S1324,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-303,S1325,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-304,S1326,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-305,S1327,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-306,S1328,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-307,S1329,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-308,S1330,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-309,S1331,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-310,S1332,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-311,S1333,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-312,S1334,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-313,S1335,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-314,S1336,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-315,S1337,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-316,S1338,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-317,S1339,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-319,S1341,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-320,S1342,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-321,S1343,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-322,S1344,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-323,S1345,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-324,S1346,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-326,S1348,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-327,S1349,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-328,S1350,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-329,S1351,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-331,S1353,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-334,S1355,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-335,S1356,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-340,S1361,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-341,S1362,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
