cisi,ext_id,motif,ext_direction,ext_line_count,ext_object_type,source
H-343,S1363,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-344,S1364,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-345,S1365,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-346,S1366,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-347,S1367,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-350,S1369,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-351,S1370,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-352,S1371,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-353,S1372,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-354,S1373,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-355,S1374,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-356,S1375,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-357,S1376,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-359,S1378,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-360,S1379,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-361,S1380,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-362,S1381,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-363,S1382,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-364,S1383,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-366,S1385,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-368,S1387,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-369,S1388,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-371,S1390,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-372,S1391,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-380,S1396,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-381,S1397,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-386,S1400,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-388,S1401,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-389,S1402,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-391,S1404,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-405,S1410,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-407,S1412,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-408,S1413,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-410,S1414,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-411,S1415,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-412,S1416,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-420,S1422,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-421,S1423,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-440,S1430,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-441,S1431,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-444,S1434,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-446,S1436,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-449,S1439,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-450,S1440,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-451,S1441,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-452,S1442,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-454,S1444,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-455,S1445,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-456,S1446,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-457,S1447,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-458,S1448,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-459,S1449,Bull1:T,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-468,S1456,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-469,S1457,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-472,S1459,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-473,S1460,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-474,S1461,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-475,S1462,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-477,S1465,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-478,S1466,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-479,S1467,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-483,S1471,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-499,S1478,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-501,S1479,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-502,S1480,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-503,S1481,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-505,S1483,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-506,S1484,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-510,S1487,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-511,S1488,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-512,S1489,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-513,S1490,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-514,S1491,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-515,S1492,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-516,S1493,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-518,S1495,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-519,S1496,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-521,S1497,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-530,S1501,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-550,S1510,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-565,S1518,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-580,S1530,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-584,S1532,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-586,S1533,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-589,S1534,Buff,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-591,S1535,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-592,S1536,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-596,S1539,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-597,S1540,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-600,S1543,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-601,S1544,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-608,S1548,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-611,S1551,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-612,S1552,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-642,S1557,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-645,S1560,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-649,S1564,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-654,S1569,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-659,S1574,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-660,S1575,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-665,S1580,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-666,S1581,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-668,S1583,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-669,S1584,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-670,S1585,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-679,S1586,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-680,S1587,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-681,S1588,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-688,S1594,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-694,S1599,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-695,S1600,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-696,S1601,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-697,S1602,Bull2,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-698,S1603,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-699,S1604,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-700,S1605,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-702,S1607,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-703,S1608,Bull,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-705,S1610,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-706,S1611,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-709,S1614,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-710,S1615,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-715,S1619,T-A-T,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-717,S1620,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-718,S1621,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-719,S1622,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-720,S1623,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-723,S1625,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-724,S1626,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-726,S1628,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-728,S1630,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-729,S1631,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-734,S1633,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-742,S1636,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-743,S1637,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-745,S1639,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-748,S1641,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-750,S1643,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-751,S1644,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-752,S1645,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-753,S1646,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-754,S1647,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-756,S1649,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-757,S1650,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-758,S1651,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-761,S1653,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-766,S1658,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-767,S1659,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-768,S1660,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-770,S1662,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-771,S1663,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-773,S1665,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-774,S1666,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-776,S1667,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-777,S1668,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-778,S1669,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-779,S1670,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-780,S1671,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-781,S1672,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-783,S1674,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-785,S1676,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-786,S1677,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-787,S1678,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-788,S1679,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-789,S1680,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-790,S1681,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-792,S1683,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-793,S1684,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-794,S1685,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-795,S1686,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-796,S1687,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-798,S1689,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-799,S1690,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-800,S1691,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-801,S1692,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-802,S1693,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-806,S1695,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-807,S1696,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-808,S1697,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-810,S1699,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-811,S1700,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-812,S1701,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-813,S1702,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-814,S1703,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-815,S1704,Othr,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-816,S1705,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-817,S1706,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-818,S1707,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-819,S1708,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-821,S1710,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-822,S1711,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-823,S1712,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-825,S1715,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-827,S1716,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-829,S1717,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-833,S1719,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-834,S1720,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-838,S1724,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-839,S1725,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-841,S1727,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-842,S1728,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-843,S1729,Xhch,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-846,S1732,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-848,S1734,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-849,S1735,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-850,S1736,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-852,S1738,Phyt,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-853,S1739,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-854,S1740,Bult,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-857,S1741,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-859,S1742,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-860,S1743,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-861,S1744,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-862,S1745,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-863,S1746,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-864,S1747,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-865,S1748,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-866,S1749,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-867,S1750,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-868,S1751,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-869,S1752,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-870,S1753,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-871,S1754,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-872,S1755,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-873,S1756,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-875,S1758,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-876,S1759,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-879,S1762,Gavi,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-880,S1763,Gavi,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-881,S1764,Gavi,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-882,S1765,Gavi,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-887,S1769,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-888,S1770,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-889,S1771,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-890,S1772,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-891,S1773,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-892,S1774,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-893,S1775,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-894,S1776,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-896,S1778,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-1181,S1779,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-899,S1781,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-900,S1782,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-903,S1785,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-904,S1786,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-905,S1787,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-906,S1788,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-910,S1792,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-912,S1793,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-914,S1794,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-916,S1796,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-917,S1797,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-918,S1798,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-919,S1799,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-921,S1801,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-922,S1802,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-923,S1803,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-924,S1804,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-925,S1805,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-926,S1806,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-927,S1807,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-928,S1808,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-929,S1809,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-930,S1810,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-931,S1811,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-933,S1813,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-934,S1814,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-935,S1815,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-936,S1816,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-938,S1818,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-939,S1819,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-941,S1821,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-942,S1822,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-943,S1823,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-944,S1824,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-945,S1825,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-946,S1826,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-947,S1827,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-948,S1828,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-949,S1829,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-950,S1830,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-951,S1831,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-952,S1832,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-953,S1833,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-954,S1834,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-959,S1836,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-960,S1837,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-961,S1838,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-962,S1839,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-963,S1840,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-965,S1842,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-966,S1843,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-967,S1844,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-968,S1845,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
H-969,S1846,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-975,S1852,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-976,S1853,Fish,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-978,S1855,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-979,S1856,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-982,S1858,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-983,S1859,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-985,S1861,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-987,S1863,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
H-988,S1864,Bult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
Hls-1,S1874,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
Jk-2,S1875,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-63,S1876,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-1,S1877,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-4,S1879,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-5,S1880,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-7,S1882,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-9,S1884,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-10,S1885,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-11,S1886,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-13,S1888,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-15,S1890,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-16,S1891,Bull1:X,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-17,S1892,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-19,S1894,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-20,S1895,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-22,S1896,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-23,S1897,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-24,S1898,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-25,S1899,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-27,S1901,Bull2,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-28,S1902,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-33,S1906,Buff,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-39,S1907,Rhin,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-40,S1908,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-49,S1912,T-A-T,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-50,S1913,Comp,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
K-51,S1914,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-56,S1919,Bull1:I,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
